Original,Furigana,English,JLPT Level,Korean
休息,きゅうそく,"rest, relief, relaxation",N3,"휴식, 안도감, 휴식"
急に,きゅうに,suddenly,N3,갑자기
給料,きゅうりょう,"salary, wages",N3,"급여, 임금"
器用,きよう,"skillful, handy",N3,"능숙한, 편리한"
教科書,きょうかしょ,textbook,N3,교과서
競技,きょうぎ,"game, match, contest",N3,"시합, 시합, 시합"
行儀,ぎょうぎ,manners,N3,예의
供給,きょうきゅう,"supply, provision",N3,"공급, 제공"
教授,きょうじゅ,"teaching, instruction; professor",N3,"가르침, 교육; 교수"
強調,きょうちょう,"emphasis, stress, stressed point",N3,"강조, 강세, 강조점"
共通,きょうつう,"commonness, mutual",N3,"공통성, 상호성"
共同,きょうどう,"cooperation, association, collaboration",N3,"협력, 연합, 협동"
恐怖,きょうふ,"fear, terror",N3,"두려움, 공포"
協力,きょうりょく,"cooperation, collaboration",N3,"협력, 협력"
強力,きょうりょく,"powerful, strong",N3,"강력한, 강한"
許可,きょか,"permission, approval",N3,"허가, 승인"
局,きょく,"office, bureau, station(TV, radio)",N3,"사무실, 국, 방송국(TV, 라디오)"
巨大,きょだい,"huge, gigantic, enormous",N3,"거대하다, 거대하다, 거대하다"
嫌う,きらう,"to hate, to dislike, to loathe",N3,"미워하다, 싫어하다, 싫어하다"
霧,きり,"fog, mist",N3,"안개, 미스트"
切れ,きれ,"cloth, piece, cut",N3,"천, 조각, 컷"
切れる,きれる,"to cut well, to be sharp; to break (off)",N3,"잘 자르다, 날카롭게하다; (해제하다) 끊다"
記録,きろく,"record, minutes, document",N3,"기록, 회의록, 문서"
議論,ぎろん,"argument, discussion, dispute",N3,"논쟁, 토론, 논쟁"
金,きん,"gold, metal; money",N3,"금, 금속; 돈"
銀,ぎん,silver,N3,은
禁煙,きんえん,No Smoking,N3,금연
金額,きんがく,amount of money,N3,돈의 양
金庫,きんこ,"safe, vault",N3,"금고, 금고"
禁止,きんし,"prohibition, ban",N3,"금지하다, 금지하다"
金銭,きんせん,"money, cash",N3,"돈, 현금"
金属,きんぞく,metal,N3,금속
近代,きんだい,modern times,N3,현대
緊張,きんちょう,"tension, mental strain, nervousness",N3,"긴장, 정신적 긴장, 초조함"
筋肉,きんにく,"muscle, sinews",N3,"근육, 힘줄"
金融,きんゆう,"finance, money and banking",N3,"금융, 돈과 은행업"
句,く,phrase,N3,구절
食う,くう,(male) (vulg.) to eat,N3,(남성) (저속어) 먹다
偶然,ぐうぜん,"(by) chance, unexpectedly",N3,"() 우연히, 뜻밖에도"
臭い,くさい,"stinky, smelly, bad-smelling",N3,"냄새나는, 냄새나는, 나쁜 냄새가 나는"
鎖,くさり,chain,N3,체인
腐る,くさる,"to rot, to go bad",N3,"썩다, 나빠지다"
癖,くせ,"a habit (often a bad habit), peculiarity",N3,"습관 (종종 나쁜 습관), 특이함"
管,くだ,"pipe, tube",N3,"파이프, 튜브"
具体,ぐたい,"concrete, tangible, material",N3,"콘크리트, 유형, 재료"
下り,くだり,down-train (going away from Tokyo),N3,하행 열차(도쿄에서 출발)
下る,くだる,"to get down, to descend",N3,"내리다, 하강하다"
苦痛,くつう,"pain, agony",N3,"고통, 고뇌"
ぐっすり,ぐっすり,"sound asleep, fast asleep",N3,"푹 자다, 푹 자다"
区別,くべつ,"distinction, differentiation, classification",N3,"구별, 차별화, 분류"
組,くみ,"class, team, set",N3,"수업, 팀, 세트"
組合,くみあい,"association, union",N3,"협회, 노동조합"
組む,くむ,to put together,N3,함께 모으다
汲む,くむ,"to draw, to scoop, to pump",N3,"그리다, 떠내다, 펌프질하다"
酌む,くむ,to serve sake,N3,사케를 대접하다
悔しい,くやしい,"regrettable, mortifying, vexing",N3,"유감스럽다, 속상하다, 짜증난다"
位,くらい,"grade, rank, about",N3,"등급, 순위, 정보"
暮らし,くらし,living; life style,N3,생활; 라이프 스타일
クラシック,クラシック,classic(s),N3,고전)
暮らす,くらす,"to live, to get along",N3,"살기 위해, 어울리기 위해"
グラス,グラス,glass; grass,N3,유리; 잔디
グランド,グランド,"gland, grand, (electrical) ground",N3,"글랜드, 그랜드, (전기) 접지"
クリーム,クリーム,cream,N3,크림
繰り返す,くりかえす,"to repeat, to do something over again",N3,"반복하다, 어떤 일을 다시 반복하다"
クリスマス,クリスマス,Christmas,N3,크리스마스
狂う,くるう,"to go mad, to get out of order",N3,"화를 내다, 혼란스러워지다"
グループ,グループ,group,N3,그룹
苦しい,くるしい,tough; physically strenuous,N3,힘든; 육체적으로 힘든
苦しむ,くるしむ,"to suffer, to groan, to be worried",N3,"괴로워하다, 신음하다, 걱정하다"
暮れ,くれ,"year end,",N3,"연말,"
苦労,くろう,hardship; suffering,N3,고난; 고통
加える,くわえる,"to append, to sum up, to add (up)",N3,"추가하다, 요약하다, 추가하다(추가하다)"
咥える,くわえる,to hold something in the mouth,N3,입에 뭔가를 물고
詳しい,くわしい,detailed; full; accurate,N3,상세한; 가득한; 정확한
加わる,くわわる,"to join in, to accede to",N3,"가입하다, 가입하다"
訓,くん,native Japanese reading of a Chinese character,N3,일본어 원어민의 한자 읽기
軍,ぐん,"army, force, troops",N3,"군대, 군대, 부대"
郡,ぐん,"country, district",N3,"국가, 지역"
軍隊,ぐんたい,"army, troops",N3,"군대, 군대"
訓練,くんれん,"practice, training",N3,"연습, 훈련"
下,げ,"under, below, beneath",N3,"아래, 아래, 아래"
計,けい,"plan; sum, total",N3,"계획; 합계, 합계"
敬意,けいい,"respect, honor",N3,"존경, 명예"
経営,けいえい,"management, administration",N3,"관리, 관리"
景気,けいき,"condition, state, business (condition)",N3,"조건, 주, 사업(조건)"
傾向,けいこう,"tendency, trend, inclination",N3,"성향, 추세, 성향"
警告,けいこく,warning,N3,경고
計算,けいさん,"calculation, reckoning",N3,"계산, 계산"
掲示,けいじ,"notice, bulletin",N3,"공지, 게시판"
刑事,けいじ,"criminal case, (police) detective",N3,"형사 사건, (경찰) 형사"
芸術,げいじゅつ,"(fine) art, the arts",N3,"(괜찮다) 예술, 예술"
契約,けいやく,"contract, compact, agreement",N3,"계약, 협약, 계약"
経由,けいゆ,"go by the way, via",N3,"그런데, 경유하여 가다"
ケース,ケース,case,N3,사례
ゲーム,ゲーム,game,N3,게임
劇,げき,"drama, play",N3,"드라마, 연극"
劇場,げきじょう,"theater, playhouse",N3,"극장, 극장"
化粧,けしょう,make-up (cosmetic),N3,메이크업(화장품)
けち,けち,"stinginess, miser",N3,"인색함, 구두쇠"
血液,けつえき,blood,N3,피
結果,けっか,"result, consequence",N3,"결과, 결과"
欠陥,けっかん,"defect, fault, deficiency",N3,"결점, 결점, 결핍"
結局,けっきょく,"after all, eventually",N3,"결국, 결국"
決心,けっしん,"determination, resolution",N3,"결심, 결심"
欠席,けっせき,"absence, non-attendance",N3,"결석, 불출석"
決定,けってい,"decision, determination",N3,"결정, 결심"
欠点,けってん,"faults, defect, weakness",N3,"결점, 결점, 약점"
結論,けつろん,conclusion,N3,결론
煙,けむり,"smoke, fumes",N3,"연기, 연기"
蹴る,ける,to kick,N3,걷어차다
券,けん,"ticket, certificate",N3,"티켓, 증명서"
県,けん,prefecture,N3,현
見解,けんかい,"opinion, point of view",N3,"의견, 관점"
限界,げんかい,"limit, bound",N3,"한계, 경계"
現金,げんきん,cash,N3,현금
言語,げんご,language,N3,언어
健康,けんこう,health(y),N3,건강한)
検査,けんさ,"inspection, examination",N3,"검사, 검사"
現在,げんざい,"now (same as 今 (いま)), present, current",N3,"지금(今(いま)과 동일), 현재, 현재"
現実,げんじつ,reality,N3,현실
現象,げんしょう,phenomenon,N3,현상
現状,げんじょう,"present condition, status quo",N3,"현재 상태, 현상 유지"
建設,けんせつ,"construction, foundation",N3,"건설, 기초"
現代,げんだい,"today, present-day",N3,"오늘, 현재"
建築,けんちく,"construction, architecture",N3,"건설, 건축"
見当,けんとう,"estimate, guess",N3,"추정하다, 짐작하다"
検討,けんとう,"consideration, examination, investigation",N3,"고려, 조사, 조사"
現場,げんば,"actual spot, scene, field",N3,"실제 장소, 장면, 들판"
憲法,けんぽう,constitution,N3,헌법
権利,けんり,"right, privilege",N3,"그렇죠, 특권"
後,ご,"afterwards, since then",N3,"그 이후, 그 이후로"
碁,ご,Go (board game of capturing territory),N3,바둑(영토 점령 보드게임)
恋,こい,"love, tender passion",N3,"사랑, 부드러운 열정"
濃い,こい,"thick (as of color, liquid), dense, strong",N3,"두꺼운 (색상, 액체상), 밀도가 높은, 강한"
恋人,こいびと,lover; sweetheart; girlfriend,N3,애인; 여보; 여자 친구
幸運,こううん,"good luck, fortune",N3,"행운, 행운"
講演,こうえん,"lecture, talk",N3,"강의, 이야기"
効果,こうか,"effect, result",N3,"효과, 결과"
硬貨,こうか,coin,N3,동전
高価,こうか,high price,N3,높은 가격
豪華,ごうか,"luxurious, gorgeous, extravagance",N3,"호화로운, 화려한, 사치스러운"
合格,ごうかく,"success, passing (e.g., exam)",N3,"성공, 통과(예: 시험)"
交換,こうかん,"exchange, swap",N3,"교환하다, 교환하다"
航空,こうくう,"aviation, flying",N3,"항공, 나는"
光景,こうけい,"scene, spectacle",N3,"장면, 광경"
合計,ごうけい,"sum total, total amount",N3,"총액, 총액"
攻撃,こうげき,"attack, strike, offensive",N3,"공격하다, 공격하다, 공세하다"
貢献,こうけん,"contribution, services",N3,"기여, 서비스"
広告,こうこく,advertisement,N3,광고
交際,こうさい,"friendship, association, acquaintance",N3,"우정, 교제, 지인"
校舎,こうしゃ,school building,N3,학교 건물
後者,こうしゃ,the latter,N3,후자
工場,こうば,"factory, plant",N3,"공장, 공장"
公正,こうせい,"justice, fairness, impartiality",N3,"정의, 공평, 공정성"
構成,こうせい,"organization, composition",N3,"조직, 구성"
高速,こうそく,"high speed, high gear",N3,"고속, 고단 기어"
行動,こうどう,"action, conduct, behavior",N3,"행동, 행실, 행동"
強盗,ごうとう,"robbery, burglary",N3,"강도, 강도"
後輩,こうはい,junior members of a group,N3,그룹의 후배들
幸福,こうふく,"happiness, blessedness",N3,"행복, 축복"
公平,こうへい,"fairness, impartial, justice",N3,"공평, 공평, 정의"
候補,こうほ,candidacy,N3,입후보
考慮,こうりょ,"consideration, taking into account",N3,"고려하다, 고려하다"
越える,こえる,"to exceed, to cross over, to cross",N3,"넘어서다, 건너다, 건너다"
超える,こえる,"to exceed, to cross over, to cross",N3,"넘어서다, 건너다, 건너다"
コーチ,コーチ,coach,N3,코치
コード,コード,code; cord; chord,N3,암호; 코드; 현
氷,こおり,"ice, hail",N3,"얼음, 우박"
凍る,こおる,"to freeze, to be frozen over, to congeal",N3,"얼어붙다, 얼어붙다, 굳어지다"
ゴール,ゴール,goal,N3,목표
誤解,ごかい,misunderstanding,N3,오해
語学,ごがく,language study,N3,어학 공부
呼吸,こきゅう,"breath, respiration",N3,"호흡, 호흡"
故郷,こきょう,hometown,N3,고향
極,ごく,"quite, very",N3,"아주, 아주"
国語,こくご,national language,N3,자국어
国籍,こくせき,nationality,N3,국적
黒板,こくばん,blackboard,N3,칠판
克服,こくふく,"conquest, overcome",N3,"정복하다, 극복하다"
国民,こくみん,"national, people, citizen",N3,"국민, 국민, 시민"
穀物,こくもつ,"grain, cereal, corn",N3,"곡물, 시리얼, 옥수수"
腰,こし,"hip, waist",N3,"엉덩이, 허리"
胡椒,こしょう,pepper,N3,후추
個人,こじん,"individual, private person",N3,"개인, 사적인 사람"
越す,こす,"to go over (e.g., with audience)",N3,넘어가다 (예: 청중과 함께)
超す,こす,"to cross, to pass, to tide over",N3,"건너다, 건너다, 건너다"
国家,こっか,"state, country, nation",N3,"주, 나라, 국민"
国会,こっかい,"National Diet, parliament, congress",N3,"국회, 국회, 국회"
国境,こっきょう,national or state border,N3,국가 또는 주 경계
骨折,こっせつ,bone fracture,N3,뼈 골절
小包,こづつみ,"parcel, package",N3,"소포, 꾸러미"
琴,こと,Japanese harp,N3,일본 하프
異なる,ことなる,"to differ, to vary",N3,"달라지다, 달라지다"
諺,ことわざ,"proverb, saying",N3,"속담, 말하다"
断る,ことわる,"to refuse, to decline, to dismiss",N3,"거절하다, 거부하다, 해고하다"
粉,こな,"flour, powder",N3,"밀가루, 가루"
好み,このみ,"liking, taste, choice",N3,"좋아하는 것, 맛, 선택"
好む,このむ,"to like, to prefer",N3,"좋아하다, 선호하다"
こぼす,こぼす,to spill,N3,유출하다
こぼれる,こぼれる,"to overflow, to spill",N3,"넘쳐 흐르다, 쏟아지다"
塵,ごみ,"garbage, litter",N3,"쓰레기, 쓰레기"
小麦,こむぎ,wheat,N3,밀
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",N3,"죄송합니다, 실례합니다, 죄송합니다"
小屋,こや,"hut, cabin, shed",N3,"오두막, 오두막, 창고"
これら,これら,these,N3,이것들
殺す,ころす,to kill,N3,죽이다
転ぶ,ころぶ,"to fall down, to fall over",N3,"넘어지다, 넘어지다"
今回,こんかい,"now, this time, lately",N3,"지금, 이번에는 최근에"
今後,こんご,"from now on, hereafter",N3,"지금부터, 앞으로도"
混雑,こんざつ,"confusion, congestion",N3,"혼란, 혼잡"
こんなに,こんなに,"so, like this, in this way",N3,"그러니까, 이렇게, 이런 식으로"
困難,こんなん,"difficulty, distress",N3,"어려움, 괴로움"
今日,こんにち,"today, this day",N3,"오늘, 오늘"
こんにちは,こんにちは,"hello, good day (daytime greeting)",N3,"안녕하세요, 좋은 하루 되세요(낮의 인사말)"
婚約,こんやく,"engagement, betrothal",N3,"약혼, 약혼"
混乱,こんらん,"chaos, confusion, mayhem",N3,"혼돈, 혼란, 대혼란"
差,さ,"difference, variation",N3,"차이, 변이"
サービス,サービス,"service, support system; goods or services without charge",N3,"서비스, ??지원 시스템; 무료로 상품이나 서비스를"
際,さい,"on the occasion of, circumstances",N3,사정에 따라서
最高,さいこう,"highest, supreme, the most",N3,"가장 높은, 최고, 가장 높은"
財産,ざいさん,"property, fortune, assets",N3,"재산, 재물, 자산"
